id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
457	saja ahmed albliwi (2014)	"<table><tr><td>Authors:</td><td>saja ahmed albliwi; jiju antony; sarina abdul halim lim; ton van der wiele</td></tr><tr><td>Title:</td><td>critical failure factors of lean six sigma: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of quality & reliability management, 31(9), 1012-1030</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/ijqrm-09-2013-0147	-0.5205	-0.1282	6	6	185	6.2311	2014	185	6.2311
462	pouria khosravi (2016)	"<table><tr><td>Authors:</td><td>pouria khosravi; amir hossein ghapanchi</td></tr><tr><td>Title:</td><td>investigating the effectiveness of technologies applied to assist seniors: a systematic literature review.</td></tr><tr><td>Source:</td><td>international journal of medical informatics, 85(1), 17-26</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ijmedinf.2015.05.014	1.0336	0.8228	20	3	114	6.2364	2016	114	6.2364
466	costas boletsis (2017)	"<table><tr><td>Authors:</td><td>costas boletsis</td></tr><tr><td>Title:</td><td>the new era of virtual reality locomotion: a systematic literature review of techniques and a proposed typology</td></tr><tr><td>Source:</td><td>multimodal technologies and interaction, 1(4), 24</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/mti1040024	0.5386	-0.062	23	2	73	4.9691	2017	73	4.9691
468	sujit subhash (2018)	"<table><tr><td>Authors:</td><td>sujit subhash; elizabeth a cudney</td></tr><tr><td>Title:</td><td>gamified learning in higher education: a systematic review of the literature</td></tr><tr><td>Source:</td><td>computers in human behavior, 87, 192-206</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.chb.2018.05.028	-0.3127	-0.2761	14	2	67	7.5812	2018	67	7.5812
480	claudia colicchia (2012)	"<table><tr><td>Authors:</td><td>claudia colicchia; fernanda strozzi</td></tr><tr><td>Title:</td><td>supply chain risk management: a new methodology for a systematic literature review</td></tr><tr><td>Source:</td><td>supply chain management, 17(4), 403-418</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1108/13598541211246558	-0.8207	0.0045	3	13	281	6.1613	2012	281	6.1613
481	howard lightfoot (2013)	"<table><tr><td>Authors:</td><td>howard lightfoot; tim baines; palie smart</td></tr><tr><td>Title:</td><td>the servitization of manufacturing: a systematic literature review of interdependent trends</td></tr><tr><td>Source:</td><td>international journal of operations & production management, 33(11), 1408-1434</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1108/ijopm-07-2010-0196	-0.7126	-0.1937	1	6	198	4.9217	2013	198	4.9217
491	fenne verhoeven (2007)	"<table><tr><td>Authors:</td><td>fenne verhoeven; lisette van gemertpijnen; karin dijkstra; nicol nijland; erwin r seydel; michael steehouder</td></tr><tr><td>Title:</td><td>the contribution of teleconsultation and videoconferencing to diabetes care: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of medical internet research, 9(5), 1-25</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.2196/jmir.9.5.e37	0.7449	-0.7805	13	1	182	1.9948	2007	182	1.9948
497	rodrigo goyannes gusmao caiado (2017)	"<table><tr><td>Authors:</td><td>rodrigo goyannes gusmao caiado; raquel de freitas dias; lisiane v mattos; osvaldo luiz goncalves quelhas; waler leal filho</td></tr><tr><td>Title:</td><td>towards sustainable development through the perspective of eco-efficiency - a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 165, 890-904</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2017.07.166	-0.5342	-0.3513	14	2	101	6.8751	2017	101	6.8751
508	isatou hydara (2015)	"<table><tr><td>Authors:</td><td>isatou hydara; abu bakar md sultan; hazura zulzalil; novia admodisastro</td></tr><tr><td>Title:</td><td>current state of research on cross-site scripting (xss) – a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 58(58), 170-186</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.07.010	0.4721	0.2654	7	2	52	1.9622	2015	52	1.9622
512	jon iden (2013)	"<table><tr><td>Authors:</td><td>jon iden; tom roar eikebrokk</td></tr><tr><td>Title:</td><td>implementing it service management: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of information management, 33(3), 512-523</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.ijinfomgt.2013.01.004	-0.1042	0.1541	22	2	81	2.0134	2013	81	2.0134
526	alexandra queiros (2015)	"<table><tr><td>Authors:</td><td>alexandra queiros; anabela g silva; joaquim alvarelhao; nelson pacheco da rocha; antonio teixeira</td></tr><tr><td>Title:</td><td>usability, accessibility and ambient-assisted living: a systematic literature review</td></tr><tr><td>Source:</td><td>universal access in the information society, 14(1), 57-66</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s10209-013-0328-x	0.3402	-0.4315	11	2	76	2.8678	2015	76	2.8678
527	camilo vieira (2018)	"<table><tr><td>Authors:</td><td>camilo vieira; paul parsons; vetria l byrd</td></tr><tr><td>Title:</td><td>visual learning analytics of educational data: a systematic literature review and research agenda</td></tr><tr><td>Source:</td><td>computers in education, 122, 119-135</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.compedu.2018.03.018	1.2373	-0.2246	34	1	64	7.2418	2018	64	7.2418
533	stephen barclay (2011)	"<table><tr><td>Authors:</td><td>stephen barclay; natalie momen; steve caseupton; isla kuhn; elizabeth smith</td></tr><tr><td>Title:</td><td>end-of-life care conversations with heart failure patients: a systematic literature review and narrative synthesis</td></tr><tr><td>Source:</td><td>british journal of general practice, 61(582), 49-62</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.3399/bjgp11x549018	-1.3415	-0.3627	18	3	154	2.8231	2011	154	2.8231
534	muhammad usman (2014)	"<table><tr><td>Authors:</td><td>muhammad usman; emilia mendes; francila weidt; ricardo britto</td></tr><tr><td>Title:</td><td>effort estimation in agile software development: a systematic literature review</td></tr><tr><td>Source:</td><td>predictive models in software engineering, 82-91</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1145/2639490.2639503	0.9367	-0.0473	2	4	90	3.0314	2014	90	3.0314
550	upulee kanewala (2014)	"<table><tr><td>Authors:</td><td>upulee kanewala; james m bieman</td></tr><tr><td>Title:</td><td>testing scientific software: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 56(10), 1219-1232</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.05.006	0.6242	-0.0223	7	2	63	2.1219	2014	63	2.1219
555	richard j mcmanus (1998)	"<table><tr><td>Authors:</td><td>richard j mcmanus; sue wilson; brendan delaney; david fitzmaurice; chris hyde; r s tobias; sue jowett; f d r hobbs</td></tr><tr><td>Title:</td><td>review of the usefulness of contacting other experts when conducting a literature search for systematic reviews</td></tr><tr><td>Source:</td><td>bmj, 317(7172), 1562-1563</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1136/bmj.317.7172.1562	-0.926	0.4773	4	4	147	0.9206	1998	147	0.9206
573	thomas hainey (2016)	"<table><tr><td>Authors:</td><td>thomas hainey; thomas connolly; elizabeth boyle; amanda wilson; aisya razak</td></tr><tr><td>Title:</td><td>a systematic literature review of games-based learning empirical evidence in primary education</td></tr><tr><td>Source:</td><td>computers in education, 102, 202-223</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.compedu.2016.09.001	-0.4025	-0.3024	14	3	101	5.5252	2016	101	5.5252
576	oyvind hauge (2010)	"<table><tr><td>Authors:</td><td>oyvind hauge; claudia p ayala; reidar conradi</td></tr><tr><td>Title:</td><td>adoption of open source software in software-intensive organizations - a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 52(11), 1133-1154</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.infsof.2010.05.008	0.4983	0.3739	33	3	144	2.0693	2010	144	2.0693
577	diego dermeval (2016)	"<table><tr><td>Authors:</td><td>diego dermeval; jessyka vilela; ig ibert bittencourt; jaelson castro; seiji isotani; patrick h s brito; alan pedro da silva</td></tr><tr><td>Title:</td><td>applications of ontologies in requirements engineering: a systematic review of the literature</td></tr><tr><td>Source:</td><td>requirements engineering, 21(4), 405-437</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s00766-015-0222-6	0.6748	-0.1266	17	7	76	4.1576	2016	76	4.1576
609	evelin priscila trindade (2017)	"<table><tr><td>Authors:</td><td>evelin priscila trindade; marcus phoebe farias hinnig; eduardo moreira da costa; jamile sabatini marques; rogerio cid bastos; tan yigitcanlar</td></tr><tr><td>Title:</td><td>sustainable development of smart cities: a systematic review of the literature</td></tr><tr><td>Source:</td><td>journal of open innovation: technology, market, and complexity, 3(1), 1-14</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1186/s40852-017-0063-2	-0.5706	-0.5911	19	6	93	6.3305	2017	93	6.3305
620	chandrashekar jatoth (2017)	"<table><tr><td>Authors:</td><td>chandrashekar jatoth; g r gangadharan; rajkumar buyya</td></tr><tr><td>Title:</td><td>computational intelligence based qos-aware web service composition: a systematic literature review</td></tr><tr><td>Source:</td><td>ieee transactions on services computing, 10(3), 475-492</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tsc.2015.2473840	-0.0971	0.3908	29	5	89	6.0582	2017	89	6.0582
646	kieran p dowd (2018)	"<table><tr><td>Authors:</td><td>kieran p dowd; robert szeklicki; marco alessandro minetto; marie h murphy; angela polito; ezio ghigo; hidde p van der ploeg; ulf ekelund; janusz maciaszek; rafal stemplewski; maciej tomczak; alan e donnelly</td></tr><tr><td>Title:</td><td>a systematic literature review of reviews on techniques for physical activity measurement in adults: a dedipac study</td></tr><tr><td>Source:</td><td>international journal of behavioral nutrition and physical activity, 15(1), 15-15</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1186/s12966-017-0636-2	0.8688	-0.9819	28	1	81	9.1654	2018	81	9.1654
647	d srednickatober (2015)	"<table><tr><td>Authors:</td><td>d srednickatober; marcin baranski; chris j seal; roy a sanderson; gavin b stewart; charles m benbrook; e rembialkovska; urs niggli; nikolaos volakakis; carlo leifert</td></tr><tr><td>Title:</td><td>higher antioxidant and lower cadmium concentrations and lower incidence of pesticide residues in organically grown crops: a systematic literature review and meta-analyses</td></tr><tr><td>Source:</td><td>12th european nutrition conference (fens)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1159/000440895	-0.764	0.293	32	2	114	4.3017	2015	114	4.3017
660	vander alves (2010)	"<table><tr><td>Authors:</td><td>vander alves; nan niu; carina alves; george valenca</td></tr><tr><td>Title:</td><td>requirements engineering for software product lines: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 52(8), 806-820</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.infsof.2010.03.014	0.5867	-0.0186	15	9	129	1.8538	2010	129	1.8538
662	dominika średnickatober (2016a)	"<table><tr><td>Authors:</td><td>dominika średnickatober; marcin baranski; chris j seal; roy a sanderson; charles m benbrook; havard steinshamn; joanna gromadzkaostrowska; ewa rembialkowska; krystyna skwarlosonta; mick eyre; giulio cozzi; m k larsen; teresa jordon; urs niggli; t sakowski; philip c calder; graham c burdge; smaragda sotiraki; alexandros stefanakis; sokratis stergiadis; halil yolcu; eleni chatzidimitriou; gillian butler; gavin b stewart; carlo leifert</td></tr><tr><td>Title:</td><td>higher pufa and n -3 pufa, conjugated linoleic acid, α -tocopherol and iron, but lower iodine and selenium concentrations in organic milk: a systematic literature review and meta- and redundancy analyses</td></tr><tr><td>Source:</td><td>british journal of nutrition, 115(6), 1043-1060</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1017/s0007114516000349	-0.7702	0.2951	32	2	83	4.5405	2016	83	4.5405
665	dudekula mohammad rafi (2012)	"<table><tr><td>Authors:</td><td>dudekula mohammad rafi; katam reddy kiran moses; kai petersen; mika v mantyla</td></tr><tr><td>Title:</td><td>benefits and limitations of automated software testing: systematic literature review and practitioner survey</td></tr><tr><td>Source:</td><td>automation of software test, 36-42</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/iwast.2012.6228988	0.2381	0.1465	7	2	88	1.9295	2012	88	1.9295
676	david m gligor (2012)	"<table><tr><td>Authors:</td><td>david m gligor; mary c holcomb</td></tr><tr><td>Title:</td><td>understanding the role of logistics capabilities in achieving supply chain agility: a systematic literature review</td></tr><tr><td>Source:</td><td>supply chain management, 17(4), 438-453</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1108/13598541211246594	-0.7398	-0.2875	6	3	186	4.0783	2012	186	4.0783
689	eetu kupiainen (2015)	"<table><tr><td>Authors:</td><td>eetu kupiainen; mika v mantyla; juha itkonen</td></tr><tr><td>Title:</td><td>using metrics in agile and lean software development - a systematic literature review of industrial studies</td></tr><tr><td>Source:</td><td>information & software technology, 62(62), 143-163</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.infsof.2015.02.005	-0.2803	0.0605	12	7	82	3.0942	2015	82	3.0942
707	atika qazi (2015)	"<table><tr><td>Authors:</td><td>atika qazi; h fayaz; a wadi; ram gopal raj; n a rahim; waleed khan</td></tr><tr><td>Title:</td><td>the artificial neural network for solar radiation prediction and designing solar systems: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 104, 1-12</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2015.04.041	1.0455	-0.0541	27	3	106	3.9998	2015	106	3.9998
717	lyndsay rashman (2009)	"<table><tr><td>Authors:</td><td>lyndsay rashman; erin withers; jean hartley</td></tr><tr><td>Title:</td><td>organizational learning and knowledge in public service organizations: a systematic review of the literature</td></tr><tr><td>Source:</td><td>international journal of management reviews, 11(4), 463-494</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1111/j.1468-2370.2009.00257.x	-0.5892	-0.0176	10	5	258	3.5879	2009	258	3.5879
758	michela piccarozzi (2018)	"<table><tr><td>Authors:</td><td>michela piccarozzi; barbara aquilani; corrado gatti</td></tr><tr><td>Title:</td><td>industry 4.0 in management studies: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 10(10), 3821</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10103821	-0.7899	-0.3546	1	3	93	10.5232	2018	93	10.5232
767	enrico steiger (2015)	"<table><tr><td>Authors:</td><td>enrico steiger; joao porto de albuquerque; alexander zipf</td></tr><tr><td>Title:</td><td>an advanced systematic literature review on spatiotemporal analyses of twitter data</td></tr><tr><td>Source:</td><td>transactions in gis, 19(6), 809-834</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1111/tgis.12132	-0.0068	0.1511	22	3	100	3.7734	2015	100	3.7734
