id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
331	body mass index	0.3733	0.9094	3	234	400	20	2019.3	2.6	0.4867
332	bone	0.2551	0.6526	3	196	291	20	2017.9	4.75	1.1046
333	book	-0.4523	-0.5701	1	700	1677	232	2002.444	46.4655	1.691
334	book review	-0.5133	-0.7404	1	171	430	104	1996.3462	0.8173	0.0643
335	boom	-0.4282	-0.1627	1	157	196	21	2017.2381	2.4286	0.5786
336	boon	-0.5336	-0.2023	1	124	155	20	2018.35	6.7	1.0422
337	border	-0.2449	-0.5055	1	129	149	15	2011.2	15.3333	0.8946
338	boston	-0.4496	-0.2766	1	87	119	14	2000.6429	2.6429	0.2358
339	bot	-0.5894	-0.4001	1	230	347	43	2017.3023	4.093	0.8689
340	bpnn	1.1619	-0.308	2	220	321	24	2015.2917	9.9167	1.6103
341	brain computer interface	-0.2548	-0.1655	1	100	125	12	2019.25	2.75	1.1486
342	brain function	-0.271	-0.1089	1	138	177	22	2009.1364	4.8182	0.5746
343	brain science	-0.4652	-0.0922	1	109	144	19	2016.6316	3.3158	0.6934
344	brand	-0.4297	-0.2726	1	148	187	23	2017.5217	3.8261	1.0616
345	brazil	0.3041	-0.0219	2	269	382	31	2015.3871	9.129	1.3814
346	breadth	-0.3839	-0.3686	1	269	346	33	2011.1818	5.2121	0.738
347	breast	-0.3051	1.1867	3	228	453	25	2018.08	18.08	4.2052
348	breast cancer	0.0024	1.1618	3	493	1319	86	2018.4302	10.4302	2.4507
349	breast cancer detection	0.1354	1.3246	3	119	194	11	2019.9091	11.2727	4.9192
350	breast cancer screening	-0.1455	1.2197	3	162	294	19	2019.6316	6.9474	2.7647
351	breast imaging	-0.3666	1.0857	3	94	155	14	2019.7143	6.5714	2.0271
352	brief	-0.3292	-0.3449	1	61	75	14	2013.6429	3.2143	0.4158
353	brief discussion	-0.315	-0.0537	1	78	95	14	2005.5	9.7857	0.8544
354	brief history	-0.5225	-0.2518	1	109	143	24	2005.4167	14.4583	1.7356
355	brief summary	-0.2901	-0.2744	1	74	87	12	2011.1667	6.0833	1.4959
356	brief survey	-0.173	-0.4924	1	51	63	11	2011.2727	2.1818	0.343
357	broad category	-0.0148	0.1577	1	117	132	10	2018.5	2.4	1.0188
358	building block	-0.3495	-0.4303	1	257	357	42	2012.8095	207.5	6.5798
359	bus	0.3443	-0.5827	2	148	212	27	2010.963	6.7407	0.9938
360	business	-0.546	-0.3182	1	927	2302	293	2014.6621	5.7338	0.9233
361	business application	-0.3195	-0.2876	1	39	56	13	2005.3077	17.4615	2.1441
362	business model	-0.5195	-0.3484	1	239	363	50	2019.3	1.68	0.5067
363	business process	-0.6295	-0.3829	1	134	182	22	2019.2273	4.5455	1.4959
364	business sector	-0.5403	-0.1951	1	77	89	11	2016.8182	3.3636	0.5079
365	business world	-0.5921	-0.3801	1	115	157	18	2016.9444	5.1111	0.6155
366	buzzword	-0.5742	-0.0206	1	84	102	13	2016	1.0769	0.3337
367	cad	-0.001	0.7711	3	461	1045	79	2013.4557	13.6962	2.3512
368	cad system	0.0335	0.5139	3	173	276	22	2008.0455	17.2273	2.2307
369	cai	-0.1879	-0.5207	1	114	168	25	1997	29.32	1.1997
370	calibration	0.8742	0.0428	2	259	375	27	2013.5556	4.6296	0.8684
371	california	-0.2891	-0.3925	1	190	276	30	2004.0333	4	0.4452
372	cambridge	-0.6099	-0.7436	1	121	279	50	1999.3	4.96	0.6061
373	cancer	-0.0731	1.0696	3	1054	4498	302	2018.1093	9.255	2.3634
374	cancer care	-0.4653	0.7978	3	196	308	19	2019.2632	15.4737	4.8008
375	cancer detection	0.0382	1.23	3	288	576	38	2019.4474	7	3.1323
376	cancer diagnosis	-0.2213	0.9291	3	329	637	42	2017.5476	7.7381	1.9744
377	cancer patient	-0.1126	0.8696	3	403	783	62	2018.7258	2.7258	0.6246
378	cancer res	-0.2284	1.1482	3	203	399	12	2019.1667	0.9167	0.1295
379	cancer research	-0.2716	0.6892	3	221	364	24	2018.875	6.9583	1.5533
380	cancer treatment	-0.0174	0.9438	3	168	232	18	2018.9444	8.1667	1.6092
381	capital	-0.4945	-0.2564	1	285	428	46	2017.1739	4.8478	1.0382
382	capsule endoscopy	-0.4444	1.2083	3	105	190	22	2019.6818	4.6364	3.037
383	carbon	0.9926	-0.2844	2	232	366	25	2009.44	15.32	1.3889
384	carbon dioxide	1.1034	-0.4253	2	150	212	15	2015.4	5.4667	1.5444
385	cardiac	-0.103	1.1315	3	91	128	13	2019.3846	1.9231	1.1764
386	cardiac imaging	-0.4302	0.8418	3	145	253	23	2017.9565	11.4348	2.3319
387	cardiologist	-0.0939	0.8478	3	264	413	27	2018.0741	4.5556	1.1145
388	cardiology	-0.418	0.7005	3	261	487	51	2018.0392	18.5294	3.4547
389	cardiovascular disease	-0.166	0.8474	3	369	732	55	2018.6364	3.7455	0.933
390	cardiovascular event	-0.0621	0.8334	3	130	193	13	2017.0769	4.3077	0.7348
391	cardiovascular imaging	-0.3883	0.787	3	128	225	23	2019.6087	5.7391	1.647
392	cardiovascular medicine	-0.4463	0.7057	3	130	212	21	2019.4762	13.0952	2.9555
393	care	-0.428	0.5503	3	1286	4670	367	2018.3842	6.3624	1.8489
394	career	-0.6558	-0.1289	1	190	319	38	2014.9737	6.9211	1.15
395	caregiver	-0.4478	0.3023	3	256	377	27	2018.6667	6.4815	1.314
396	cart	0.7373	-0.0795	2	145	214	18	2013.1667	11.2222	2.9932
397	catalyst	0.3386	-0.3471	2	233	331	32	2015.5938	9.5625	1.9418
398	cataract	-0.3906	1.0349	3	188	374	23	2018.5217	8.3913	1.6671
399	causality	-0.3864	-0.5562	1	144	185	19	2015.8421	148.3158	7.3742
400	cdss	-0.4125	0.7234	3	128	188	13	2017.4615	1.6154	0.4321
401	central	-0.3067	0.1723	3	160	214	16	2013.375	4.75	2.4428
402	central role	-0.6092	-0.0497	1	224	328	27	2014	32.1111	3.2541
403	century	-0.5802	-0.4149	1	463	761	87	2012.3563	5.1609	0.761
404	cfd	0.9257	-0.4925	2	101	175	14	2013.7143	5.7143	0.7774
405	challenges	-0.533	-0.0972	1	588	1094	158	2018.2722	5.6076	1.1827
406	chaos	0.0325	-0.5908	1	98	122	13	2011.3077	7.3077	0.4932
407	characteristic curf	0.2756	1.2535	3	166	247	11	2019.8182	2.6364	0.9063
408	characteristic curve	0.4127	1.1664	3	632	1936	80	2019	15.6375	7.2106
409	chatbot	-0.5802	-0.2417	1	412	803	104	2019.1346	4.8846	1.1812
410	chatbots	-0.5959	-0.4038	1	67	104	17	2019.0588	2.9412	0.606
411	checklist	-0.4217	0.3934	3	141	183	19	2018.3684	9.1579	2.0193
412	chemical composition	0.3921	-0.4247	2	137	189	15	2011.5333	11.4	1.0413
413	chemical inference	0.4111	-0.2492	4	17	55	23	1975	37.8261	2.0651
414	chemical oxygen demand	1.4618	-0.3355	2	143	258	12	2016.4167	14.75	2.1669
415	chemist	0.3361	-0.1552	4	115	160	19	2010.4737	13.0526	1.7493
416	chess	-0.4777	-0.4889	1	208	316	43	2010.0233	9.6744	1.1687
417	chest	0.1912	1.2948	3	218	450	24	2018.4167	29.7083	19.6512
418	chest ct	0.1602	1.3213	3	203	413	20	2019.9	21.55	18.3836
419	chest radiograph	0.0475	1.1915	3	242	436	23	2019.4783	12.3913	4.9611
420	chest radiography	-0.0189	1.4113	3	146	235	11	2018.9091	20.0909	4.5534
421	chest x ray	0.0372	1.0669	3	281	561	27	2019.9259	5.3333	3.2746
422	chichester	-0.582	-0.8063	1	37	60	19	1989.9474	0.0526	0.0062
423	children	-0.1651	0.4183	3	129	170	16	2017.9375	1.6875	0.3587
424	chronic disease	-0.2348	0.5582	3	290	444	30	2018.1667	5.4333	1.0196
425	cim	-0.0907	-0.5871	1	29	39	10	1992.8	5.2	0.7429
426	circuit	0.2133	-0.5494	2	479	835	102	2010.4314	89.402	2.9195
427	citation	-0.4401	0.2906	3	259	406	41	2017	7.1463	1.1402
428	citizen	-0.4836	-0.2331	1	484	882	79	2018.9241	2.2025	0.97
429	civil society	-0.7677	-0.1552	1	123	152	10	2018.7	4.3	0.7387
430	civilization	-0.6872	-0.4254	1	195	257	25	2015.44	3.04	0.2901
431	claim	-0.6082	-0.1698	1	503	877	84	2011.631	11.1548	1.8422
432	clarity	-0.6886	-0.1139	1	245	339	27	2009.963	6.1852	1.4919
433	classical method	0.57	-0.065	2	154	196	16	2015	3.125	0.4439
434	classification accuracy	0.5592	0.3883	2	493	973	76	2016.6447	4.8026	1.6393
435	classification method	0.4896	0.4432	3	287	453	34	2016.7059	9.3529	1.8982
436	classification model	0.5566	0.4479	3	405	730	52	2017.8462	5.25	2.1262
437	classification performance	0.4113	0.7112	3	281	411	27	2014.8889	14.5926	2.3601
438	classification process	0.485	0.201	2	135	171	12	2018.3333	5.3333	1.0418
439	classification result	0.6167	0.3729	2	190	273	21	2018.2857	5.4286	0.9017
440	classification system	0.4906	0.6106	3	305	484	42	2015.0714	5.9048	0.9079
441	classification task	0.1607	0.5558	3	179	251	24	2015.625	5.3333	1.315
442	classification technique	0.4813	0.2415	2	174	240	20	2017.5	27	5.3869
443	classifier	0.3827	0.3067	2	1221	3794	276	2015.7283	8.7609	1.3317
444	classroom	-0.6002	-0.3543	1	250	505	60	2012.2333	5.2	0.6856
445	clay	1.4101	-0.2737	2	191	374	20	2016.65	13.9	2.5696
446	climate	0.6112	-0.3064	2	355	606	49	2017	5.5714	1.5898
447	clinic	-0.2227	0.7827	3	532	1100	81	2018.4938	7.5432	2.0283
448	clinical	0.119	0.6445	3	146	202	15	2018.9333	2.2667	1.0363
449	clinical application	-0.2439	0.87	3	599	1314	97	2018.5258	9.1649	2.5654
450	clinical care	-0.4308	0.6462	3	251	400	31	2019.4839	13.1613	3.048
451	clinical data	-0.1088	0.8661	3	590	1235	71	2018.2113	5.0423	1.3797
452	clinical decision	-0.2709	0.7403	3	414	742	53	2017.5849	9.717	4.7881
453	clinical decision making	-0.3863	0.7745	3	485	911	58	2018.569	9.5862	1.8128
454	clinical decision support	-0.4988	0.5176	3	317	527	40	2017.275	13.2	3.1447
455	clinical decision support system	-0.3873	0.6828	3	324	563	46	2017.6087	2.587	0.8825
456	clinical diagnosis	-0.1369	0.8648	3	291	450	33	2018.5455	2.3636	0.5217
457	clinical environment	-0.157	0.7653	3	210	275	15	2018.4667	9.9333	2.5362
458	clinical evaluation	-0.055	1.1434	3	148	204	15	2019.5333	18.8667	3.6974
459	clinical feature	0.0965	1.1563	3	246	396	22	2018.3182	5.0455	3.4611
460	clinical implementation	-0.4531	0.8879	3	313	514	32	2019.8438	26.5	6.396
461	clinical information	-0.1002	0.7765	3	316	480	27	2016.2222	6.5556	2.1736
462	clinical laboratory	0.0841	0.8085	3	71	93	11	2009.1818	4.8182	0.9882
463	clinical management	-0.019	1.1531	3	251	366	21	2019.0952	7.1429	2.6971
464	clinical medicine	-0.508	0.2985	3	176	258	31	2015.0323	3.8065	0.8865
465	clinical outcome	-0.1315	0.88	3	489	883	52	2018.4231	6.5385	1.8735
466	clinical parameter	0.4163	1.1107	3	188	294	13	2016.7692	5.8462	1.2771
467	clinical practice	-0.3819	0.7916	3	1036	3290	231	2019.3117	5.2727	1.6711
468	clinical problem	-0.2657	0.2877	3	128	165	14	2006.5	23.7143	4.0709
469	clinical research	-0.3631	0.5694	3	267	395	34	2017.7353	3.7941	0.8348
470	clinical setting	-0.3093	0.7936	3	522	1046	67	2017.2836	9.2985	3.5887
471	clinical study	-0.0748	0.9464	3	315	488	31	2018.1613	5.8065	1.4581
472	clinical trial	-0.154	0.8471	3	636	1458	106	2018.6792	6.9906	2.3807
473	clinical use	-0.3105	0.9518	3	311	564	41	2017.5366	14.3171	3.5065
474	clinical utility	-0.1918	0.7371	3	278	400	22	2018.6818	5.0455	1.8783
475	clinical validation	-0.0192	1.0299	3	167	208	15	2019.2	10.7333	3.2477
476	clinical variable	0.2109	1.1276	3	156	196	11	2013.9091	4.7273	0.8122
477	clinical workflow	-0.4914	0.7777	3	314	539	40	2019.675	14.1	4.0568
478	clinicaltrial	-0.2567	0.9466	3	220	287	13	2019.4615	6.1538	1.4513
479	clinician	-0.3476	0.6849	3	1122	3789	273	2018.022	10.7509	3.1181
480	cloth	-0.6707	-0.8588	1	24	52	10	2001.9	0.2	0.0253
481	cloud computing	-0.2635	-0.2594	1	396	623	75	2018.6267	4.12	0.8279
482	cloud service	-0.3895	-0.0959	1	88	108	12	2018.6667	3.6667	0.6578
483	clustering	0.4344	-0.1545	2	528	942	85	2015.9529	7.2235	1.321
484	clustering algorithm	0.5083	-0.2553	2	132	171	21	2017.0952	1.6667	0.4467
485	cnn	0.253	0.9468	3	763	2473	159	2019.4969	4.9623	1.9652
486	cnn model	0.4462	0.9353	3	220	388	22	2020	1.4545	0.822
487	cnns	0.0378	1.0358	3	311	659	43	2019.2558	26.6744	5.182
488	co2	1.1989	-0.3723	2	168	236	12	2017.5833	4.6667	2.1185
489	coal	1.0008	-0.4161	2	194	313	24	2014.2083	22.0833	2.9814
490	cochrane library	-0.1511	1.4221	3	185	339	13	2020	2.8462	1.1764
491	cod	1.3477	-0.3709	2	158	279	15	2016.8	8.9333	1.4541
492	coefficient	1.1594	-0.0889	2	957	3731	221	2016.0226	13.4751	2.1075
493	cognition	-0.542	-0.4796	1	565	1175	151	2011.9934	7.1192	0.9092
494	cognitive	-0.4617	-0.341	1	203	272	34	2013.7059	3.0588	0.7701
495	cognitive ability	-0.5109	-0.5271	1	194	262	26	2015.9231	2.0769	0.4223
496	cognitive architecture	-0.5046	-0.56	1	123	192	22	2017.0909	4.5	0.9356
497	cognitive artificial intelligence	-0.1134	-0.5629	1	73	108	16	2016.0625	1.6875	0.2732
498	cognitive capability	-0.3628	-0.4378	1	68	81	12	2016.4167	13	0.7947
499	cognitive computing	-0.4032	-0.4026	1	148	192	23	2017.3913	5.6087	0.8643
500	cognitive model	-0.3121	-0.5503	1	64	74	15	2006.9333	10.1333	0.7393
501	cognitive process	-0.3737	-0.326	1	207	281	33	2006.9697	7.8182	0.6408
502	cognitive psychology	-0.5618	-0.5232	1	157	227	30	2001.7	15.5667	1.4715
503	cognitive radio	0.1579	-0.5434	1	64	82	11	2016.2727	33	3.5086
504	cognitive science	-0.6304	-0.5702	1	361	811	119	2007.0588	19.7899	2.5275
505	cognitive system	-0.5875	-0.4809	1	121	143	15	2017.2667	2.2	0.8542
506	cohen	0.0362	0.4272	3	205	336	30	2006.4333	11.2667	2.198
507	cohort	0.2528	1.1025	3	672	1860	98	2019.3878	4.5816	1.6968
508	colleague	-0.5971	-0.1673	1	227	292	32	2015.6875	4.6875	0.957
509	collective intelligence	-0.1165	-0.3271	1	97	133	19	2013.8947	4.7368	0.97
510	college	-0.3998	-0.269	1	367	668	78	2013.7179	7.7308	0.589
511	college student	-0.3864	-0.1194	1	96	151	25	2017.84	2.64	0.4506
512	collision	0.2637	-0.4523	2	180	246	28	2014.5714	6.4643	0.8799
513	colonoscopy	-0.288	1.2931	3	258	797	65	2019.6615	7.6308	3.2603
514	colorectal cancer	-0.1751	1.3166	3	288	629	41	2019.2439	3.4634	2.1027
515	colorectal polyp	-0.1837	1.4358	3	145	303	23	2019.6522	10.4348	3.4435
516	colorectal polyp detection	-0.1674	1.3714	3	94	162	10	2019.7	2.8	2.0607
517	column	0.3929	-0.3477	2	186	251	28	2016.1786	5.3571	1.1348
518	commentary	-0.6836	0.0271	1	267	398	54	2018.0185	3.2407	0.8706
519	commerce	-0.439	-0.2739	1	134	160	17	2013.4706	8.0588	1.8842
520	common cancer	-0.0928	1.3003	3	116	164	10	2019.2	8.1	2.4391
521	common disease	0.0108	0.7028	3	154	204	14	2016.2143	3.0714	0.8427
522	common feature	0.1939	-0.3189	1	80	100	13	2009.1538	31.9231	4.1073
523	common sense	-0.4302	-0.5227	1	160	225	29	2008.1034	5.8621	0.7093
524	common type	0.1678	0.5393	3	123	147	10	2018.6	1.3	0.3848
525	commonsense reasoning	-0.4146	-0.5764	1	59	80	10	2002.1	17.5	1.5569
526	communication network	-0.0733	-0.3484	1	134	186	28	2012.8214	8.7857	2.4921
527	communication system	-0.0413	-0.2971	1	162	236	33	2016.5758	13.3939	2.1754
528	communication technology	-0.3344	-0.3331	1	394	622	70	2017.6857	10.6143	3.8072
529	communications	-0.1119	-0.1503	1	109	134	17	2016.9412	6.2353	1.374
530	communications technology	-0.2951	-0.3965	1	117	139	18	2011.8889	22.8333	3.5962
531	comorbidity	-0.0614	1.0888	3	244	400	23	2019.087	4.2609	1.3545
532	comparable performance	0.4197	0.6293	3	184	239	13	2015.3846	5.6923	1.5927
533	comparative analysis	0.4143	-0.2159	2	471	753	71	2016.6761	7.5493	1.6337
534	comparative study	0.5858	-0.1663	2	596	1105	117	2016	6.9316	0.9699
535	comparison	0.4968	-0.0303	2	1906	8007	633	2014.03	9.7362	1.529
536	comparison study	0.5369	0.9142	3	148	183	12	2018.8333	2.9167	0.808
537	compensation	0.2791	-0.5803	2	170	275	27	2015.1481	7.8889	1.7105
538	competence	-0.4881	-0.2894	1	288	443	54	2012.3148	6.2963	1.0987
539	competency	-0.5511	-0.2365	1	279	450	51	2016.8627	4.5686	0.9249
540	competition	-0.3936	-0.4016	1	681	1312	160	2015.0125	7.9125	0.9877
541	competitive advantage	-0.3109	-0.3719	1	228	343	43	2017.1163	7.7907	1.0935
542	competitive environment	-0.2686	-0.4515	1	65	82	12	2010.5833	4.5	0.5208
543	competitiveness	-0.4566	-0.3776	1	316	479	59	2016.2542	2.322	0.3606
544	competitor	-0.4545	-0.3064	1	169	229	30	2016.9	4.1667	0.6189
545	complementarity	-0.8234	-0.389	1	55	70	12	2016.6667	17	2.8983
546	complex algorithm	-0.3975	0.0924	1	145	181	14	2017	4.7143	0.8457
547	complex behavior	0.5598	-0.3288	2	81	99	11	2016.1818	14.1818	1.6921
548	complex disease	-0.121	0.8268	3	101	141	12	2019.4167	2.5833	0.6719
549	complex environment	-0.2307	-0.6243	1	62	77	11	2012.5455	4.7273	0.6187
550	complex issue	-0.2541	-0.4446	1	91	104	10	2014.4	6.7	0.7656
551	complex pattern	-0.3191	0.607	3	120	154	13	2018.5385	42.5385	9.2873
552	complex relationship	0.807	-0.2798	2	218	315	26	2015.1154	7.7692	1.4178
553	complication	-0.1022	0.6571	3	581	1233	90	2018.2889	4.9778	1.7747
554	composite	0.9483	-0.3878	2	174	273	29	2014.3448	4.5862	0.7731
555	composition	0.4635	-0.2472	2	622	1179	115	2012.8696	9.713	1.0886
556	compound	0.3507	0.1995	4	484	1112	103	2011.3883	14.8447	2.3858
557	comprehensive knowledge	0.2084	-0.453	1	100	114	10	2015.2	3.3	0.4809
558	comprehensive survey	-0.2042	-0.2259	1	145	189	21	2018.3333	26.7619	5.5556
559	compression	0.7171	-0.2096	2	182	264	33	2013.5152	29.0303	3.1272
560	compressive strength	1.4588	-0.2839	2	262	645	41	2017.5854	13.1463	3.4203
561	computation time	0.5989	-0.2791	2	181	238	21	2010.6667	9.619	1.1126
562	computational complexity	0.253	-0.4216	2	153	201	24	2012.375	10.2083	2.2328
563	computational cost	0.5178	-0.1062	2	237	324	24	2017.0417	5.3333	1.0304
564	computational fluid dynamic	0.9224	-0.4963	2	95	160	14	2012.3571	6.1429	0.7006
565	computational pathology	-0.3193	0.9026	3	105	165	11	2019.8182	13.3636	4.129
566	computational time	0.7825	-0.4996	2	174	238	21	2014.0952	7.619	0.6913
567	computed tomography	0.0149	1.0756	3	391	841	48	2019.375	9.75	5.1496
568	computer aided design	-0.0469	-0.1727	1	69	81	11	1996.8182	3.6364	0.3206
569	computer algorithm	-0.1366	0.64	3	266	393	28	2016.7143	10.3929	1.9508
570	computer engineering	-0.3061	-0.3364	1	88	97	10	2013.2	3.5	1.5078
571	computer game	-0.3637	-0.5934	1	131	235	34	2012.4706	4.3529	0.3852
572	computer graphic	-0.2131	-0.3599	1	51	73	16	2003.125	9.9375	0.5471
573	computer model	-0.3225	-0.3928	1	135	187	26	1999.5385	6.2692	0.9519
574	computer network	-0.1034	-0.3979	1	198	277	37	2012.8378	2.9459	0.4423
575	computer network technology	-0.2928	-0.3474	1	34	58	17	2019.1765	1.3529	0.3358
576	computer programming	-0.6	-0.3973	1	75	89	11	2009.1818	4	4.3263
577	computer science	-0.5182	-0.5309	1	1125	2986	355	2008.7972	31.7268	1.6093
578	computer simulation	0.2194	-0.3889	2	201	265	38	2008.1316	6.3684	0.7178
579	con	-0.4739	-0.2871	1	228	348	37	2017.1622	7.6757	1.7077
580	concentration	0.9775	-0.1342	2	794	2609	184	2014.8207	11.0435	1.8019
581	conception	-0.6589	-0.4217	1	322	535	69	2010.2464	13.4783	0.9628
582	conceptual framework	-0.4819	-0.4224	1	177	247	37	2011.5135	6.6216	0.8707
583	conceptual paper	-0.7092	-0.4052	1	84	113	14	2019.6429	1.7857	0.9718
584	conceptualization	-0.5342	-0.3273	1	119	168	19	2015.1579	3.7368	0.7259
585	concordance	0.0804	1.1803	3	254	466	26	2016.8077	5.5385	2.4135
586	concrete	1.2575	-0.3176	2	199	422	41	2014.2683	10.0244	2.3984
587	concrete example	-0.6225	-0.3659	1	74	84	10	2004.2	5.9	0.8647
588	concurrent engineering	-0.1804	-0.5469	1	47	57	10	1998.1	20.9	1.5055
589	condition monitoring	0.665	-0.5157	2	170	302	34	2013.0882	10.6471	1.0389
590	conduct	-0.7023	-0.1099	1	223	294	25	2014.52	12.36	2.2402
591	conductivity	1.4119	-0.2501	2	277	536	30	2015.9333	8.7667	1.3358
592	conference	-0.4476	-0.3639	1	670	1597	217	2006.9631	6.1613	0.6853
593	confidence interval	0.1545	1.0282	3	471	1037	60	2017.6	10.7667	2.3845
594	confidence interval ci	0.1866	1.2388	3	233	397	17	2019.1176	27.1176	18.9262
595	confidentiality	-0.8302	0.0257	1	175	249	18	2018.7778	5.1667	1.3092
596	confluence	-0.2136	-0.2833	1	68	85	12	2016	12.9167	2.353
597	confusion	-0.502	-0.1608	1	283	397	39	2013.7179	3.5128	0.8167
598	confusion matrix	0.3881	0.7378	3	141	192	11	2019.5455	5.2727	2.8723
599	congestion	0.223	-0.4058	2	106	144	19	2014.5789	5.7895	1.2653
600	conjecture	-0.5944	-0.5604	1	91	122	14	2013.9286	3.3571	0.3214
601	connected device	-0.2515	-0.2413	1	87	112	11	2019.0909	0.5455	0.2975
602	connectionism	-0.1129	-0.7127	1	102	145	25	2000.6	16.92	1.2534
603	connotation	-0.5117	-0.4974	1	109	139	19	2018.1579	1	0.2324
604	consciousness	-0.5466	-0.5224	1	481	939	100	2013.79	4.3	0.5718
605	consecutive patient	0.1969	1.2907	3	250	415	21	2015.0476	25.2857	3.93
606	consent	-0.6745	0.1967	1	318	485	30	2019.4	5.3667	1.5037
607	conservation	0.4255	-0.3891	2	213	307	30	2013.6	22.0333	2.9989
608	considerable amount	0.8381	-0.0887	2	106	155	11	2013.8182	5.1818	0.3676
609	consolidation	0.0271	-0.1348	1	257	423	26	2013.9231	5.3077	1.5906
610	constraint satisfaction	-0.2284	-0.679	1	62	83	10	2001.7	10.6	0.7054
611	consultant	-0.264	0.2223	3	276	395	30	2004.7333	6.8333	0.5916
612	contact time	1.4138	-0.2546	2	117	230	13	2017.4615	13.1538	2.1024
613	contamination	0.6838	-0.1058	2	212	291	26	2014.7692	11.5385	2.828
614	contemporary society	-0.6673	-0.3292	1	101	136	12	2019.4167	2.0833	1.4789
615	content analysis	-0.6263	-0.1704	1	186	261	31	2018.3548	3.7742	1.1077
616	continuous development	-0.3817	-0.1704	1	199	265	28	2018.5714	0.4286	0.1443
617	contract	-0.6078	-0.4182	1	236	355	34	2015.5294	6.6765	1.3743
618	contradiction	-0.76	-0.3411	1	105	140	14	2017.0714	1.2857	0.6249
619	control group	-0.0959	0.7558	3	263	437	33	2019.0909	5.9394	2.4777
620	control method	0.56	-0.6344	2	206	326	37	2012	6.3784	1.5502
621	control scheme	0.6724	-0.7045	2	147	257	26	2011.8846	7.6923	1.1438
622	control strategy	0.5517	-0.6618	2	269	501	63	2007.6825	10.1111	1.3912
623	control system	0.3059	-0.5632	2	640	1485	201	2008.3532	6.0249	0.9463
624	control theory	0.0534	-0.5898	1	136	175	23	2008.9565	9.913	1.6292
625	controller	0.539	-0.6569	2	655	2003	232	2011.0474	6.4267	0.7927
626	controversy	-0.6756	-0.3199	1	246	342	38	2009.8158	3.3421	0.4021
627	convenience	-0.5807	-0.1612	1	310	454	47	2015.8723	1.5106	0.5884
628	conventional method	0.7839	-0.1141	2	353	600	54	2013.9259	7.6667	1.3876
629	conventional model	0.8657	0.2243	2	139	171	10	2015.8	22.5	4.1728
630	conventional technique	0.5947	-0.3988	2	178	235	24	2009.8333	43.7917	3.3886
631	conversation	-0.6373	-0.2163	1	410	690	71	2015.9155	5.9718	1.1628
632	conversational agent	-0.6522	-0.0477	1	129	191	21	2017.9048	3.381	1.1077
633	converter	0.8548	-0.7057	2	192	410	39	2015.5897	6.9231	0.9875
